formula,space_group,formation_energy_per_atom
Ag2Ge2,Cmme,0.1947644454814843
Ba6Ir2,Pm-3n,0.3878091569580264
AgBr3,Cmmm,0.03227767359889744
VW3,P4/mmm,-0.07834892454550513
KP3,Cmmm,0.5600689693530976
FePb3,Pm-3m,0.8225211552662088
Cr6Ta18,Pmmn,0.2735172897114353
Ni2P4,I4/mcm,0.0238628367824442
Sb4Ge2,Cmcm,0.11727495352928526
CsNi,Amm2,1.2031352450911528
Mn5Sb,P4/mmm,0.33378742593156474
Al2Rh2,Cmcm,-0.8673376400270163
Ca3W,P4/mmm,0.735085956096504
PdSn3,Cmmm,-0.2541301370193132
Cu2Sn2,P4/nmm,0.05715210494199541
GaMn3,P4/mmm,0.06199468599894242
Ba6Ga2,Cmcm,-0.07673025911448006
Ag2Mn4,I4/mcm,0.6947248627524445
Al5Sr,Cmmm,0.01705604477004859
Ca2W2,P4/nmm,0.4891521987122589
Mn3W,Fm-3m,0.0958503255778993
PtSb3,P4/mmm,0.20692594946865128
CrNb3,I4/mmm,0.25866893148985426
MnW3,Pm-3m,0.4059069997705169
Fe17Pd12,I-43m,0.6157757955179565
Mn8W16,Fd-3m,0.25113465818150144
Ga8Pt16,Fd-3m,-0.3592429540116804
CaNi5,P6/mmm,-0.11081999418809119
Cr4Nb4,P2_13,0.3977030851031742
Ga4As2,I4/mcm,0.12408336900269745
Ta2V4,Cmcm,0.04471671691418896
Nb3Sn,Pm-3m,-0.16267903950419615
FeIr3,P4/mmm,0.5584664826945129
Bi16I4,C2/m,-0.14054547272668785
Ag2Br2,P2_1/m,-0.44270624329561237
Al5Sb,Cmmm,0.13307064417404924
CrNb2,Fm-3m,0.6005480090209071
Au3Ir,Immm,0.3039893633854751
Au3Ga,I4/mmm,-0.07480555523891264
Pt3Sb,P4/mmm,-0.12193026966411047
Cr7Nb,Fm-3m,0.48866124259917143
RhU,F-43m,0.4548304180968863
Al12K12,Pbcm,0.3068203356212556
Cr2Na6,Cmcm,0.6015848251485396
Al4P2,I4_1/amd,0.004820986664606508
Al2Sb4,Pnnm,0.03447130445857027
Ir2Pb4,I4/mcm,0.15965930033879813
Ga4W,I4/mmm,0.49299193720291756
SrAs3,Pm-3m,-0.6826751140489415
GaW2,I4/mmm,0.13807852387089525
Na6Pb2,Pm-3n,-0.1263341472736097
Fe26Pd2,Fm-3c,0.3245601126779028
Ba2Sn4,Imma,-0.5594160073734505
Al2Cu,Immm,-0.1656155871266828
Ag4Mn2,I4_1/amd,0.5553655597303203
FeW,P4/mmm,0.17340959094872588
PtSb3,P4/mmm,0.0018055570048129965
Sn4W,I4/m,0.4976734814005475
Ta3V,Cmmm,0.29212338514104097
P7As,Fm-3m,0.7665221907047712
TaGe3,Pmm2,0.2141826952026813
Cu2Mo,P-3m1,0.2595993238307213
Ba2Pd2,R-3m,-0.4911095876584666
CrAs2,P-3m1,0.4479593381116563
MoP3,R-3m,-0.07935624564505606
CrAs3,R-3m,0.4959003256940564
Cr2As2,R-3m,0.15205396635540414
Rh3Sn2,R-3m,-0.13355328980019365
AgCu3,R-3m,0.09496501138007352
InP2,P-3m1,-0.003923463575532675
Ir6Ni7,R-3m,0.15878268575312732
W6As6,P-3m1,0.35810268516428795
Ir3Ni,R-3m,0.020954673058982465
W2As2,R-3m,0.5196786745816322
Nb2Ta3,P-3m1,0.6143638969566496
Cu2K3,P-3m1,-2.0961050027190153
Nb3Ta2,P-3m1,-13.89212432330576
CaPb3,R-3m,-11.890489202192148
CuMo2,P-3m1,0.2222264211650599
IrGe2,P-3m1,0.15127594099800964
Cu6In7,R-3m,0.3957242186023994
Nb2Ge,P-3m1,-0.05602482628293141
Cu6In6,P-3m1,0.23093670621814985
Cu2K2,R-3m,0.47289295244275475
FePd3,R-3m,-0.06077814762574363
Ag2Cu2,P-3m1,0.11040395813404036
Rh2Sn,P-3m1,-0.18721287739337455
PtRh3,R-3m,0.004739900287265897
Pb2Ta2,R-3m,0.8559104937961726
Fe2Pd,P-3m1,0.0803255775068017
Au2Ga,P-3m1,-0.07752230619966483
Cu2K2,P-3m1,0.574821226474779
Au2Ga3,R-3m,-0.11813541770372353
Cu3Sn,R-3m,0.17051810103663945
Ag2Cu,P-3m1,0.21848243337174247
NiSn2,P-3m1,-0.09102965603593442
Fe4Pt8,I4_1/amd,-0.2230040031542503
Ni2Sb4,I4/mcm,0.023390964670288856
V3Br,P4/mmm,0.2459976949128535
Mn2Ni2,R-3m,0.28483124050224173
Pt2Rh,P-3m1,0.1725588082023878
In2Sr,P-3m1,-0.40983958670726867
NbGe3,R-3m,0.16378009360073165
FeMn2,P-3m1,0.10507857947204376
AuMn3,R-3m,0.25716675541454137
Pt2Sb2,P6_3/mmc,-0.5598253645688853
CuPb,P-6m2,0.3462815846160936
BaFe2,I4/mmm,0.6576172441119587
Ca2In2,P4/nmm,-0.11739496046768227
FePb3,Cmmm,0.9185793676251812
Ag3Ge2,R-3m,0.13497778183472206
Sn2Ta2,R-3m,0.4161090889624939
Ag2K2,R-3m,0.10571232164266386
W2As3,R-3m,0.2553328746131299
Cr5Nb24,I-43m,0.4282415165249063
Mn3P2,P-3m1,-0.4124644391601436
CrSr2,P-3m1,0.683335773508985
Cu3Nb2,R-3m,0.22242384735905246
AuK3,R-3m,-0.13362423187970052
Ca3P2,R-3m,-0.9917198005292931
Ni2Sn2,P-3m1,0.12195621170442106
PbRh2,P-3m1,0.26037201460189036
Ag2Pb2,P-3m1,0.129611891314104
Cu18As6,P-3c1,-0.06802316118705261
Fe4Pb8,Pnma,1.0701517736064605
Mo4Pb4,Pnma,0.986165049405022
In2Mn4,Pnnm,1.087186877735301
CrPt3,P4/mmm,-0.04518157597477668
VBr3,P4/mmm,0.6187073980676105
In3K,R-3m,-0.019085443546405845
Mn3Ni2,R-3m,0.3788261578614893
Ag2K2,R-3m,0.1057656183343824
Fe8Na16,Fd-3m,0.7667905908766114
Cu2Ga4,Cmcm,0.034992768804426554
Ga2Pt4,Cmcm,-0.3798569394426714
PdTa2,I4/mmm,-0.060998680803737194
GaNb,R-3m,-0.1452180837217334
Ga3Mn,R-3m,0.12626761335545567
Mn2Ni,P-3m1,0.07706257271461325
PbRh3,R-3m,0.3753452254353098
Sn2Ta2,R-3m,0.410159231013564
Cr20W10,P4_2/mnm,0.18848699860142612
Ga2Nb6,Pm-3n,-0.1994136748875981
Ni2Sb,I4/mmm,-0.08233369544278031
VBr2,I4/mmm,-0.40967955745449974
Ir2Na2,Pmmn,0.23272978640834463
PaSn,P4/mmm,-0.5566716627841606
Ba3Br,P4/mmm,-0.6963803494486649
Al3Pd,P4/mmm,-0.39801371578389055
Fe6As6,P-3m1,0.21053749851249273
Cu2Br2,Imma,0.004589458455201534
BaAs,P4/mmm,-0.8248225062646046
Au4As2,I4/mcm,0.34924693450384225
Cu5Br,Cmmm,0.24371036751739675
K2Na,I4/mmm,0.008758968882012367
Mo2W4,I4/mcm,0.6719375937229822
FeK,R-3m,1.3241645138926663
Nb2Pb2,Cmcm,0.4433461486233714
Ca2Fe,P-3m1,0.5966064356877313
Mo4Pb4,Pnma,0.9888519019726365
Cu2Ge6,I4/mmm,0.2952457794634711
Mn2Sb,I4/mmm,0.18255506623473514
Ag4Al2,I4/mcm,0.016722443532726672
Fe2Pb4,Pnnm,0.4720998800685994
CaCs,R-3m,0.2514498412173807
In2Ta,I4/mmm,0.3123895790519941
Ba2Br,I4/mmm,-0.9571124790398189
SnW3,P4/mmm,0.5193271044310759
Pd12Sb4,Pnma,-0.3704102548060044
Mn6Sb2,I4/mmm,0.15326757262299395
In4Sn2,Cm,0.0030606840523290657
Ni3Sb,I4/mmm,-0.13587730658122332
InV,R-3m,0.40223466525631757
Ga3Br,Immm,-0.06684858818334671
BaCu,Immm,0.11832656873751368
Ba2Br,I4/mmm,-0.9593332803697493
Pb2Ta2,P4/nmm,0.3806331488239092
Cr16W14,P4_2/mnm,0.17111278880809286
Cr12P17,I-43m,-0.0830506357085518
Ni4Sb2,I4_1/amd,0.1844372324256843
AlFe,P-6m2,-0.24101922086205896
GaP,R-3m,0.38459198518146653
KNa3,I4/mmm,0.024330926097086758
PbTa3,P4/mmm,0.2290332506804056
KI,R-3m,-1.585149885067622
BaCu3,I4/mmm,0.4070886445157522
Ag8P16,Fd-3m,0.5154180949090043
Pd4Ge2,Imma,-0.0032916480506930412
Au5Nb3,Cmmm,0.011243186762659896
CsI,P-6m2,-1.619871335866558
GaNb,R-3m,-0.13900467004447226
Fe2Pb2,P4/nmm,0.29446774952238464
PtV3,Cmmm,-0.21978145553821982
Fe4Na,Im-3m,1.6980537198138506
Pb4V,Im-3m,0.31603824401495684
PbI2,P-3m1,-0.7771972389298755
In3Br3,Cm,-0.617555666652034
Na3Pd,Imm2,-0.021102229664125893
Al2Sn6,Pmmn,0.10209393956141222
SrBi,P-6m2,-0.630477073737969
Ir4Na2,Pnnm,0.7132981850153968
Au2Nb4,Cmcm,0.04587480466301604
CsYb,F-43m,0.7037468588154681
CsW,F-43m,-11.82074013651485
Ge8I32,Pa-3,-0.48368809314362055
Pd2Ge4,Imma,0.10116639827810954
P4Br8,Pa-3,0.17612277433722548
Cr2Na,Immm,1.0064532429628876
Ir2Mo,Immm,0.08896987737023683
BaAs,P4/mmm,-0.8242589244395955
Fe6Na2,Pm-3n,1.2328789781487774
GaPt4,Im-3m,0.12996555212908803
Cr3P,Fm-3m,-0.1446743340815022
CuGe,P4/mmm,0.07864846016243021
Ir2Na2,Imma,0.48112047452713735
CuGe,P4/mmm,0.1994466412303577
SnW4,I4/mmm,0.8177328976757025
VBr2,I4/mmm,-0.41523012399965786
Ge2Br2,I4_1/amd,0.13095026407545785
Ca2P2,Cmcm,-0.816929871768715
Ni3Ta,Fm-3m,-0.18996944836092045
CuFe,F-43m,1.5323561329046536
Ta2Ge6,I4/mmm,0.11187160856292255
Fe6Sb2,Pmmn,0.28287889807362543
Fe2Pb2,Imma,0.7151422050452814
Fe3V,Imm2,0.011617551205956644
Cr8P4,Pa-3,0.09516995583203307
Fe2Pb4,I4/mcm,0.655256511776629
Nb2P,I4/mmm,-0.4176020747172989
BaCu5,Cmmm,0.2562033384073583
InIr,Fm-3m,0.46105865168971416
Fe8W4,Pnma,0.10673936325154305
IrTa,R-3m,-0.2715116790559833
Ge2P2,Cmcm,0.12217860044501894
PbSb3,Immm,0.1251027141729275
AsBr5,P4/mmm,0.23934625511871607
K6Sn2,Cmcm,-0.024225326541812642
InK2,Immm,0.04038083590253786
Fe7Pb,Fm-3m,0.31803559310397933
UI,Fm-3m,0.004603868338521444
Cu12Ni17,I-43m,0.11928063127334784
W5Sb24,I-43m,0.4023882197469812
CuTh,P-6m2,0.2132029681483676
Fe6Sb2,Cmcm,0.31312065905052755
Ag2Al4,I4/mcm,0.04575887721213334
Au2Nb2,Pmmn,-0.0823842144160345
Fe5Mo,F-43m,0.12213331896701855
FeMo5,F-43m,0.5453663357175754
FeNa3,Pm-3m,1.3762284436560104
Ce4Cu4,Pnma,-0.14976416126507885
Ba2Pd2,Cmcm,-0.5512698825241915
Ge2As4,Pnnm,0.11625484163208692
Na2Pd2,Imma,-0.07272402798771571
Fe4Na8,Pa-3,1.6118337303855472
CrNb4,I4/m,0.06507322192799876
V2W,Immm,0.15085984160564317
CuNi,Fm-3m,0.6666003672900942
CrP3,Pm-3m,0.4691332273700528
Ga16Pt8,Fd-3m,-0.39620042317068166
Fe16Na4,I-43m,0.8900192099042854
Ge2P4,Imma,0.2592394888634833
Na4Pt4,P2_13,0.23321101550641554
Mo2Pb4,Cmcm,0.5624454406346094
Cr2Ta4,Pnnm,0.758102563824084
NpYb,R-3m,0.5036990253020832
InBr5,Amm2,-0.28273779030900936
Cu6Ni2,Pm-3n,0.10607766912678862
Ga2Br6,Cmcm,-0.44210515039540343
KAs8,I4/mmm,0.26800722954649814
CsYb,F-43m,0.6718211478979981
CrTh,F-43m,1.69171923161423
Ba2Br2,P4/nmm,-1.6453708263697826
RhU,P4/mmm,-0.26870245186375996
AgCa2,I4/mmm,-0.22467267689336565
NiTa5,F-43m,0.4665004146776101
AuCu3,P4/mmm,-0.02419453286992912
Nb10P6,I4/mcm,-0.8333341822598399
Ga5P24,I-43m,0.25576877184418
Cu8Sn,I4/mmm,0.0012890280471198582
Ba2Pd,Fmmm,-0.36257280034440004
Ta5V,Cmmm,0.028845892026877113
BaV2,I4/mmm,0.8221410070346913
MoNb,Pm-3m,-0.13336899930597745
Ir3As,Pm-3m,0.19551338813489139
Ag3P,Pm-3m,0.17047239931725544
Pd8Ta22,P4_2/mnm,-0.19235379038645797
BaAs8,I4/mmm,0.1090165162356824
Cu5Pb4,I4/mmm,0.23027105942141268
Mn2Sb2,P4/nmm,0.2537435629950586
Ca4In,I4/m,-0.07936005156938677
Mo2Pb4,Cmcm,0.5704802408949945
GaAs2,I4/mmm,0.1910730051542918
Ni2Br6,Pm-3n,0.5173969276250716
Ga3P,Pm-3m,0.13491004925763894
Ag4Al6,P1,-0.012199877505197776
Cr16Nb4,I23,0.5528695390018527
Pd4Sn4,Pnma,-0.3934178880777548
AlTa2,I4/mmm,-0.12476152567220922
Ba5P,P4/mmm,0.24312636783654806
FeW,P-6m2,0.3016816518868364
Fe6Mo2,Pm-3n,0.05303975651090376
CuGe3,P4/mmm,0.2349109754561507
AuPb,Fm-3m,-0.05612219394077611
Cu6Pt5,P1,-0.11484697348076428
SmSr,P-6m2,-0.14308223157295075
CrMn,P-6m2,0.2397128541524225
NiP,P-6m2,-0.20954659057881653
Ag2Na4,Pnnm,0.0735529798504162
Fe4W2,Cmcm,0.29820403337646323
In2Br2,Cmcm,-0.7314480474795149
NbP2,I4/mmm,-0.6500207683252507
AgIn3,I4/mmm,0.04145225766852789
Cs16Bi16,P2_1/c,-4.954624198783083
Pd20Ta10,P4_2/mnm,-0.32036144402926253
Ge4As2,Pnnm,0.24830390546011216
Ca2Rh4,I4_1/amd,-0.12644215618504262
Ba2Ta2,Imma,0.9726660089722783
Al2Nb2,I4_1/amd,-0.2448142268345599
Al4Sn2,Pnnm,0.3032474216993517
AuP3,Pmm2,0.03293402084479169
Ag2Sn,I4/mmm,-0.005144714625407924
Cr4Sn8,Fddd,-0.02586520176596115
Fe12W12,Pbcm,0.16090009084209575
Nb4V8,I4_1/amd,0.1587140476625173
Ag2Br2,P2_1/m,-0.42665156311497743
FeV3,Immm,-0.14265731232024415
Ga2Pt2,P4/nmm,-0.2834445013076179
Ag3Br,Imm2,0.1583920348366088
SnW2,I4/mmm,0.43332571386196744
CuFe,Fm-3m,0.793062598387337
Cu6Pt5,P1,-0.11729308586446181
Nb4W4,Pnma,0.3120608256959514
Ag2Al3,Immm,-0.031093153437859657
CeBi,P-6m2,-0.5555537611125843
PtYb,Fm-3m,-0.9045942152103312
Ag2Sn2,P4/nmm,0.014075034483962856
BaIr5,F-43m,0.6484048012314467
W2As2,P4/nmm,0.6139095757248487
SbI,Fm-3m,0.17416627796121853
Ag7Al5,P1,-0.03309977658960802
Ag4Ge6,Fdd2,1.1126645576840708
MoSn,P-6m2,0.19355489285167415
IrTh,P-6m2,-0.6023029753801623
Eu3Sm,Pm-3m,-0.11205611474077015
PtRh,R-3m,0.011440339768499008
IrV3,P4/mmm,-0.37693918579830843
IrPb3,P4/mmm,0.22927758489698746
Au3Sr,Fm-3m,-0.46417032891926047
Cu16Ni4,I-43m,0.3643143718723906
Ge8P4,Pnma,0.20900464045511313
Ba2In4,Imma,-0.4937894542599756
K2Na4,Pnnm,0.06389985731099686
Ag4Sn2,I4/mcm,0.08272119425241382
CuRh,F-43m,1.3895228792468401
Cu2Ga2,Cmcm,0.051530696575216695
Na4Pt2,Fd-3m,0.2613324801413122
SnW3,I4/mmm,0.5070538116518577
P12As17,I-43m,0.3327069785419281
NaNi,P-6m2,0.4633427963348522
CuP3,Imm2,0.15814779375235144
Al2K2,Pmmn,0.24248039328145232
AlSr5,Cmmm,0.047300498458727525
AlTa2,I4/mmm,-0.1258737631483046
Fe3V,Fm-3m,-0.1830790839423262
RhGe2,Fm-3m,-0.3328354604284769
FePb,Pm-3m,0.8402487620204404
Fe44Mo2,Fd-3m,0.22519341748664684
Cr8Pb4,Pnma,0.6935188602294282
Al3Cu9,Pmmm,-0.033123345943309346
In3Sm,Pm-3m,-0.6863031035524711
Ir6Na2,Pmmn,0.49229526966088155
Al3Sb,Immm,0.19424643724077928
Nb2W2,Cmcm,0.333740593282716
PtYb,Fm-3m,-0.9133928122090471
BaIr,F-43m,1.1244898747305543
Mn16W8,Fd-3m,0.4934416629123663
InBr3,Immm,-0.5535261041398845
Ba5Sn3,Cmmm,-0.4833400665952947
Cu2Na,Immm,0.1896229369415631
Mn3V,P4/mmm,-0.05313360932334632
NiP3,I4/mmm,0.38065801640471353
MoNb,Pm-3m,-0.12958011881523568
CrGa,Fm-3m,0.5566800946973203
V3W,P4/mmm,-0.031243212239795426
Ag2Ca4,I4/mcm,-0.25120358851657826
Pb2As2,Imma,0.08404753023375555
AgI,F-43m,-0.37533160936442167
Ca3Ni,Fm-3m,0.2530239250171147
FeV3,Immm,-0.14244621071736674
Ag3In,P4/mmm,0.005600740491276568
AuP,Immm,0.19823759739056346
PbSb,Cmmm,0.10288252158240674
Ir3Br,P4/mmm,0.9638165529735652
Ag14Yb4,Cmcm,-0.3354358099427333
Eu3As,I4/mmm,-0.6824294872306971
GaMn2,P4/mmm,1.0155506911382919
Ta2Ge4,I4_1/amd,0.24895340987616046
AlNb,P-6m2,-0.19176846735152875
RbTh,P-6m2,0.7255856214069927
WAs2,I4/mmm,0.20577247708281732
Au3P,Pmm2,0.2589385795723418
SrW3,Pm-3m,5.081497030923587
Ni17Br12,I-43m,0.3165058734830896
Cu2Fe2,Fd-3m,0.18098160397813481
V6W2,I4/mmm,0.12717673479207292
Na2Pt2,P4/nmm,0.02083299098883984
TaGe5,Cmmm,0.20246974399363302
TaGe3,Immm,0.13741939036419648
NaNi,P-6m2,0.4828097023828093
Ba3Ta,Immm,0.9046704412054121
Ba2Fe,I4/mmm,0.8109463065854191
Cs4I12,Pnma,-0.9683357396519787
Ba6As2,I4/mmm,-0.3480596932121238
NiPa,P-6m2,-0.2848301627881691
InBr3,Immm,-0.5579910152995953
Al2In4,Cmcm,0.1496605006122985
Al2P4,I4/mcm,-0.06948904522701109
AsBr2,I4/mmm,0.18211974849178722
Pb2As4,Cmcm,0.03579771544581215
AgBr2,Immm,-0.14919382724235083
Sb4Br12,Pnma,-0.6157437162277182
Fe8Ir,I4/mmm,0.06357562569947264
RhYb,P-6m2,-0.33484243994158724
KAs3,I4/mmm,0.29510618348442197
Na4Pt2,Cmcm,-0.12737920766075503
Cr3Nb,Fm-3m,0.0781401406249067
AcNb,Fm-3m,1.5026302900040678
WSb3,Pm-3m,0.9909979057531659
FePb2,Fm-3m,0.5941554962577266
Al5Rh7,Fmmm,-0.6383318023359396
Ca3Ga8,Immm,-0.4391065488204818
CrTa2,I4/mmm,-0.012932263773132982
VW2,I4/mmm,-0.09403288556953981
InRh,Fm-3m,-0.06251341660249299
Nb3P,P4/mmm,-0.13740513486802008
AuNb3,Pmm2,0.10322447847689276
As3Br,Fm-3m,0.4963062451191149
AuU,Fm-3m,0.10760965961593616
Ba4P8,I4_1/amd,-0.6301452926437984
Al4Ce,I4/mmm,-0.3227036842435439
Cr3Na,Immm,0.9098419704397562
Ca5Ga3,Cmmm,-0.12282959820768369
Al3Sm,Pm-3m,-0.5776724548870158
Ag2Ge2,Pmmn,0.17691061880021364
Fe2V2,Imma,-0.07826460041351702
Na5Pt,F-43m,0.17101787200967156
NaPt2,P4/mmm,0.3272971048436961
Ba5Ir24,I-43m,0.5284555203006704
P16Br4,I23,0.2682701181112456
CaMn2,Fmmm,6.453217612714281
CsIr,P-6m2,1.5583195048915797
Pd2Sn,Immm,-0.4766293163031274
K2As2,P4/nmm,-0.15941367268715556
Mn5W,F-43m,0.05181669761769333
MnV2,I4/mmm,-0.22532081361564002
Fe3Pb,Pm-3m,3.1602556276759275
P12Br17,I-43m,0.305400172102448
Ba6Ga2,Pmmn,-0.09955039764000251
Ba3Ga,Pmm2,-0.00583250309411687
Cr3Ta,Cmmm,0.1301554515644412
Mn6W2,Pm-3n,0.17630666961932562
Au4Ga,I4/mmm,0.0781698024577743
Ba2Sn2,Pmma,-0.6119471538828103
Al3Ga,Cmmm,0.027582474952361213
FeIr3,P4/mmm,0.5584776160701406
Al10Au20,Pnnm,-0.3473274178695784
Al18In6,Pmmn,0.16018191269160967
Ag4Sn,I4/m,-0.019712718380791118
Al2Cu,Immm,-0.07008943578031553
CrNb,Pm-3m,0.04472983044555079
AuGa3,P4/mmm,-0.04817676466764231
MoNb3,Pm-3m,0.3686160886970704
Fe3Ir,P4/mmm,-0.04219830634432853
AgGe,Cmmm,0.21562076330495028
Cr4Sn8,Fddd,-0.026592750653443648
CrTa,P-6m2,0.530166486935034
PaSr,R-3m,0.4385685916244535
FeV,P-6m2,0.12133181259620685
AgGe3,Immm,0.2660237849399345
Ba6Sn2,Cmcm,-0.13047430039150543
CrSr3,P4/mmm,0.3991310186583723
Na4Pb2,Fd-3m,-0.005960422113121607
IrV,P4/mmm,-0.49728642095872644
Ba12Ir17,I-43m,0.7052706845245339
Al2Sr6,Cmcm,0.06824164337040539
Pt8V,I4/mmm,-0.2749647122994219
Al3In,Pmm2,0.17536267705651953
Na5Pt4,I4/mmm,-0.006345038288631915
Na2Pt2,P4/nmm,0.017843398361096607
Fe2Pd2,Fd-3m,0.0600193354461096
Ir2V,P4/mmm,0.18494246882856538
Fe3Pb,Pm-3m,0.39620235832287864
Ag4Al3,I4/mmm,-0.035646312109556835
Au2Ga4,I4_1/amd,-0.07903149739567598
MnSb2,I4/mmm,0.21320277571944027
Al2P2,P4/nmm,0.17113482829147042
Nb2V2,P4/nmm,0.05628434419369199
Ir2Pb,I4/mmm,0.5983672141707702
Au3Cr,P4/mmm,0.07983922175552571
V3W,P4/mmm,-0.03406943701886078
FePb3,Pm-3m,0.9449279199060578
Cu6P6,P-3m1,0.14273457131323516
Rh2Ge2,P-3m1,-0.05165829536070188
Cu2P,P-3m1,0.11455629220995256
CuIn3,R-3m,0.22661461295755592
Fe2Rh3,R-3m,0.139769088665048
TaP3,R-3m,0.034443894594486046
Au2Ga,P-3m1,-0.07999776755828947
Fe3Mn2,R-3m,0.12424902913511034
Ir2V,P-3m1,0.4674384401188097
GaMn3,R-3m,0.14362158085273347
CuRh2,P-3m1,0.18252688884620363
MnPt2,P-3m1,-0.18305057911425138
Ba7P6,R-3m,-0.32865515024202263
Cu3In2,P-3m1,0.20327644343953963
CuK,R-3m,0.5381345936167179
Ga3Sn,R-3m,0.0620517296663885
Fe2As,P-3m1,0.10090652783962166
Cr2As2,R-3m,0.21573140117314793
Ga2Mn2,R-3m,0.513432344278165
Pd2P2,R-3m,-0.19942265059352415
Pd2Pt7,P-31m,-0.0172694960021668
Ca2As2,R-3m,-0.37420771347140613
P3Br,R-3m,0.26154003042321694
NiGe3,R-3m,0.24975671055475956
CuSn3,R-3m,0.23188130717650823
In2Rh2,P-3m1,0.1258734572909166
Cu3Rh,R-3m,0.025730738690606714
Mo2P2,P-3m1,0.05215125788159192
Mn2Ni2,R-3m,0.2848605078040807
Cu2P,P-3m1,0.1095607859862658
Ca7As6,R-3m,-0.4824371969318723
Ca2Fe,P-3m1,0.8134033131592643
Ir3Ni,R-3m,0.45337531740502524
BaCa2,P-3m1,0.037432190661922306
Al2Nb,P-3m1,-0.22661547635879487
Ag2Cu,P-3m1,0.09591052991059712
Ga2V3,P-3m1,0.27551630601491583
Al3Rh2,R-3m,-0.6054022741361564
CuIn2,P-3m1,0.14410897065803616
Cu5Pt3,R-3m,-0.13335362559685215
Ba2Ca2,R-3m,0.059235132102825126
Ba2P2,R-3m,-0.5912926565156061
Cu3Sn6,P-31m,0.05141376473978454
Mn2Ni3,P-3m1,0.27358841249193516
Ca2Pb2,R-3m,-0.2236167930160787
Ga2Mn2,R-3m,0.0575246635392439
IrGe3,R-3m,0.26325392459386165
Ir6Ge7,R-3m,0.4257637619443649
CuP2,P-3m1,0.3453026659586917
BaCa3,R-3m,0.03589055024715382
Cr2Rh2,R-3m,0.06990166017866528
Ba3Ca,R-3m,0.04687242895826005
Ca3Fe,R-3m,0.5649293334896948
Cu6Ge7,R-3m,-2.7741915681462155
Ga13Mn13,R-3m,-0.0922782668647255
Ni3P2,P-3m1,-0.4036319381500945
Cr2Rh2,P-3m1,0.050260407918592875
BaPd3,R-3m,-0.41227947568483714
AlNb3,R-3m,0.10247645214555057
Cr2Rh2,R-3m,1.8349271939090777
Ag2Pb,P-3m1,0.11646621992339294
Ba2Pd,Fmmm,-0.36288348477934446
Sn6W10,I4/mcm,0.5835910355843623
In2Br4,C2/m,-0.649103872879229
MnRh,Pm-3m,-0.19247368178128532
Ca3Mo,Imm2,0.7116405846471903
Mo2W4,I4/mcm,0.6720921408779242
Cu3Ga,Imm2,-0.0800573082827607
Pb2Sb6,Cmcm,0.173259380384851
FeGa2,I4/mmm,-0.041209392734169015
Fe4Na,Im-3m,1.6988695219756764
Ir4Sn16,I4_1/acd,-0.24944774625510108
FeNa3,Pm-3m,1.3916807839633634
SnP3,Im-3m,0.11343121434897707
Fe2Ga2,P4/nmm,-0.031681767981661224
Ni4U6,R-3c,2.4319144975516
Ga5Br,Cmmm,-0.0006488106114813282
BiI,P4/mmm,0.24495658803109066
Ca3Pb,Immm,-0.2709615632900624
Mo2W2,I4_1/amd,0.45296272995553544
SnP,Fm-3m,-0.09479267157576299
SnP,Fm-3m,-0.09479276658323421
Al2Th2,Cmcm,-0.32949622696858416
GaMo,P-6m2,-0.02843993926586208
Pd2Sn8,Ccce,-0.2912838041090353
AcAl3,I4/mmm,-0.021170625043337665
Cu3Sn,P4/mmm,0.07596351693616032
Ni2Pb2,P6_3/mmc,0.05080029788026863
SmBi,P-6m2,-0.8891919496746308
VW2,Immm,0.8396076707660759
Mn16W4,I-43m,0.46790570540887444
MnNi,P-6m2,0.06834010089845055
AlSb3,Immm,0.15015593707775965
Au5Nb,Cmmm,0.048939849058281006
GaNa2,I4/mmm,0.02552431162204094
MnW,Pm-3m,0.147210544305592
VSb,P-6m2,-0.05376096823331089
Ag5Al4,P-1,-0.028982566109456955
Ag2Ge4,Pnnm,0.29783930635780403
Cu4Pt4,P-1,-0.12058085978470245
CuMo,P-6m2,0.35885434344794476
AlTa4,I4/m,-0.04527185457507414
Ag2Mn,I4/mmm,0.22807462537192494
Nb2W4,Pnnm,0.10610495335599286
AsBr8,I4/mmm,0.09961564297980018
GaMn2,I4/mmm,0.07495747798486245
Fe4W2,Cmcm,0.12479231809399612
Fe5W,Amm2,0.13708401315386354
Al2K2,Cmcm,0.24934818842500217
NiPa,P-6m2,0.4430243120613264
Cr6Sr2,I4/mmm,1.4466103641065455
FeSr,P-6m2,1.0256503461245172
AlIn3,Imm2,0.11660183058900353
Ca2Ta2,I4_1/amd,0.8434786935505398
FeSb,P-6m2,0.12701273439364247
Cr2As2,P4/nmm,0.007763093057617354
Al2Sb2,Imma,0.181921935434036
Au4Sr2,Imma,-0.7626116234560195
Al2Sb4,Pnnm,0.033902011351042205
Ca6Cr2,I4/mmm,0.8731378962099527
CuTh,P-6m2,0.17650578196029887
Ca2Rh,P4/mmm,-0.2601120708243023
Al2Rh,I4/mmm,-0.7826644855886933
Al4Ta5,I4/mmm,-0.15507450197232706
IrPd7,Fm-3m,0.05972015691609123
AlNb2,I4/mmm,-0.14548416214847038
Cu4Ge2,Pnnm,0.14032538975076866
Al12K12,Pbcm,0.3064031157240965
Sb2Ge2,Imma,0.2790129490215403
CrSr2,I4/mmm,0.5302048832881928
