formula,space_group,formation_energy_per_atom
Ca2Rh4,I4/mcm,0.14691125438750183
FePb4,I4/mmm,1.191631646347414
Ni2As2,P4/nmm,-0.10772666756846494
AgSn2,I4/mmm,-0.0020241158608621155
Au2Cu,I4/mmm,-0.03589703325703416
P3Br,Pm-3m,1.9175652147450042
Cu7Pt5,P1,-0.11507618393212482
Pd4Sn12,Cmce,-0.3445206529960103
Ta4V12,Pnma,0.18647580234000571
Sb6Ge2,Cmcm,0.1649034019475364
K3As,Fm-3m,-0.4298841623548879
K5Ni,Cmmm,0.45232384137441023
CrTa,Cmmm,0.1368525732847381
Ir2As6,Pm-3n,0.46242754185122426
BaTa3,P4/mmm,1.2182724806159069
Ag6Al5,P-1,-0.03115456844989175
Al4Th2,Fd-3m,-0.4217686015761224
Ni4Rh2,Cmcm,0.11909647678982675
RbSn,P-6m2,0.039930445479890775
FeBi3,Fm-3m,0.514264870042636
Ga2P4,Fd-3m,0.39611770666513024
Ag3Ni,Pmm2,0.19456969016422043
CuNi,F-43m,1.2802434695571363
CsV,P-6m2,-17.573142925842195
Nb10P6,I4/mcm,-0.8280427660965373
Al18Rh6,Pmmn,-0.529446957011567
Nb2V,I4/mmm,0.051064171133571534
Al2Sb6,Cmcm,0.07639483585885731
RbV,P-6m2,1.6020458339129915
Ir2Ta,Immm,-0.44923465008002356
Ba3Ta,P4/mmm,0.8543729953738324
MnNi,F-43m,1.4273934087513833
Fe3Mo,Pm-3m,0.0828215338106606
Pd6Rh10,I4/mcm,0.32495519919739557
K8Sn4,Pnma,-0.11228588447854104
K4As5,I4/mmm,-0.1427758941465594
Ag4Ge4,Pnma,0.25661767016070236
AgSn,P4/mmm,0.042315250541844485
Ba2Fe2,P6_3mc,1.4615896422081454
InNp,R-3m,0.11835579853640166
NbV2,I4/mmm,0.04266267536637377
InNa2,P4/mmm,-0.02244460524029653
Cu10Ge6,I4/mcm,0.14075895364169622
Au5Cr4,I4/mmm,0.34122113106215657
RbSr,P-6m2,0.12024356200665132
AlK5,P4/mmm,0.18881326826212805
Ca2Ga2,Cmcm,-0.4668428153569959
FeV,P-6m2,0.12872596913742385
Ag2Mn2,P4/nmm,0.2864868382129435
Nb3W,Pmm2,0.3688451667137702
Ag2Ca,I4/mmm,-0.2553668709535663
In2I2,Cmcm,-0.5589380872856298
Mo2Sr2,P4/nmm,0.5575013792903318
MnV,R-3m,0.08868471097673769
BaFe4,I4/m,0.6684947662822196
P4As8,Pa-3,0.19609575185374162
AuSb,F-43m,-0.021063576624113622
Ba2Cu,I4/mmm,0.026935741795936014
Ba3V,P4/mmm,0.5185583514696126
Ba3Rh,Pm-3m,0.24551324681161146
Cr4Nb16,I-43m,0.7301185064127622
Cr6Ta2,Cmcm,0.052600936998294046
AlCu2,Immm,-0.19524560415734923
Ni5U,F-43m,-0.3401739438410741
Cr5Na,Amm2,0.694440626891898
Mo2Ta,I4/mmm,-0.17103728853675668
VW2,Immm,0.4517394004088544
Al2Ta,I4/mmm,-0.08429837996277456
CuGa,F-43m,0.4444796102687203
Ir6Ta18,Pmmn,-0.20544742193429735
Pb24Sr5,I-43m,-0.1749641724387654
PdRh4,I4/m,0.059436776628584195
Ag4Br2,Cmcm,0.010720633164469659
Al3Pt,Cmmm,-0.48119704804955
Ir2V2,I4_1/amd,-0.4387310756536209
RhU,F-43m,0.4477266393935224
GeAs2,P4/mmm,0.3266597880528567
NaPb4,Im-3m,0.22498042843097502
Al16Cu36,P-43m,-0.21749126657155232
Cu8Sn4,I4_1/amd,0.07829409273304992
FeBi3,Fm-3m,0.5157329205029795
Al2Rh2,Pmmn,-0.7783706628848774
As2Br6,Pm-3n,0.39037677889829947
FeV3,Immm,-0.14309517925793713
Al2K2,Cmcm,0.2086908182733893
Mo2Nb2,Fd-3m,-0.0888018466548317
FeIr2,P4/mmm,0.6576265748458093
Ag4Al,I4/m,-0.042324828795161196
AlSr3,Immm,0.008184256181573257
Ba4Ta2,Pnnm,1.243786268910301
Ir3Ni,Fm-3m,0.38060971198063065
PbAs3,Immm,0.2533125639682092
Ba2Cu,I4/mmm,0.02518091378089397
BaSn5,Cmmm,-0.2591177009516817
In2Sn,I4/mmm,0.011615600219182435
BaIr3,Pm-3m,3.6400044468240753
Au12Nb12,Pbcm,0.022978525565798453
Mn2V,I4/mmm,-0.0787711534141972
FeIr8,I4/mmm,0.005633813092395535
Au2Nb4,Cmcm,0.05452371988944549
Ta2Ge2,Cmcm,-0.06280350191734207
Ba2V,I4/mmm,0.6647159440825513
AuNb,F-43m,1.177855591877857
Cr2As2,P4/nmm,0.17046960472246386
BaIr,P4/mmm,0.4526756073737017
Al6In2,Pmmn,0.15912876527954234
Ag2Mn4,I4_1/amd,0.8210633157813625
Ta2V2,Imma,0.026845736383789287
Ag2Sn4,I4_1/amd,0.013288056755809427
Cr2As2,P4/nmm,0.007682049183618034
K2P,Immm,-0.08988144323042639
Ca3Rh,P4/mmm,-0.21925840440089894
FeW2,I4/mmm,0.2024333277962119
BaIr3,Pm-3m,3.65446805186863
Ni10Ge6,C2,-0.4625513556699081
Cr18Ta6,Pmmn,0.2978286892727837
Mn3Ni,Fm-3m,0.06231507005450787
CsBr,Pm-3m,-1.8905071260349695
MoSr3,I4/mmm,0.8337843536027552
P3Br,Im-3m,0.5398507092120761
Cu4K2,Fd-3m,0.3710968213036061
CuK4,Im-3m,0.2296230775695573
P3Br,Pm-3m,1.0989733360115088
Pt7Sb,Fm-3m,-0.14054457865637016
Ga4Na2,I4/mcm,0.18225527248391357
InBr3,Immm,-0.5575545409714322
GaNa2,I4/mmm,0.012861512375290651
Fe2W4,I4/mcm,0.06000583271746981
Nb2V2,P4/nmm,0.06110399575329417
Ag4Al4,P4/nmm,-0.029056816532492924
MnW3,Pm-3m,2.350156780098427
FePb,Pm-3m,0.8418730722704222
KP3,Imm2,0.0362569796913732
Al2Cu,Immm,-0.06999071801628591
KP3,Immm,0.0464841365445432
KP3,Cmmm,0.39127867420624307
Ba5Sn,Cmmm,-0.1835240422710799
Au2Cr,P4/mmm,0.33543879184392306
Ag3V,I4/mmm,0.339459105536597
Fe4Pb,Im-3m,1.4306924841850814
Cs3Sm,Pm-3m,-1.2968397139977947
Cu3Na,Pmmm,0.19797455295244504
Ag4Al4,P4/mmm,-0.01689229855827845
SnYb3,Pm-3m,-0.5960435130812347
Fe2W,P4/mmm,0.8509494361151546
Ir2Ge2,R-3m,0.41457739266315013
Ba2Na,P-3m1,0.06326333558268733
IrNi3,R-3m,0.18721603680852716
IrGe,R-3m,-0.07274764151155644
Pb3W2,P-3m1,0.9097942641877168
Mn2Ni2,P-3m1,0.03274460420172076
PdSb2,P-3m1,-0.16141372498878268
MnNi2,P-3m1,0.062083977080482335
Fe2Rh4,P-3m1,0.023017473629016887
Ca2As2,R-3m,-0.37227456893199173
BaSn2,P-3m1,-0.548546959202992
Cr3K,R-3m,1.9123510865353017
Au2Mn,P-3m1,0.10082229713452347
Ag2Cu3,R-3m,0.11476485611324491
Ir6Ge6,P-3m1,-0.00261777421802023
Cu3In2,P-3m1,0.2089726414384309
Ni2P,P-3m1,-0.37107648553755607
Cu2K2,R-3m,0.257829650481447
Ba2Pd2,R-3m,0.6802037188434475
Al3Nb2,P-3m1,0.04531033160124522
Fe2Rh4,P-3m1,0.024285645035786747
TaW2,P-3m1,-0.0835167284868561
FeV2,P-3m1,0.31901123650378693
MoP2,P-3m1,0.4050854044634124
Al3Na2,R-3m,0.22289898272785819
Ag2Ge2,R-3m,0.29257186291325965
Au2Sr2,P-3m1,-0.45992458749697596
Cu2In2,R-3m,0.08513143298135839
IrNi2,P-3m1,0.060320557470182244
FeV3,R-3m,-0.11492188346324994
TaP2,P-3m1,0.0015912734850142367
CuSn3,R-3m,0.23315494234633105
Mn2P2,R-3m,-0.055648366545529626
NbNi2,P-3m1,-0.15992426784483035
Al2Na2,P-3m1,0.159491426302381
Ba3Na,R-3m,0.05402507900529363
Ba7P6,R-3m,-0.3284737736692881
Pd2Pt2,R-3m,-0.013353260217313867
Cu3K,R-3m,0.5874981985028671
Ag6Pb7,R-3m,0.29111077088480314
Cr2W2,P-3m1,0.49261801879469935
Ba2Pd,P-3m1,-0.4386132641656708
V3P2,P-3m1,-0.5206750694468483
Ca2Fe,P-3m1,0.6035504251572021
Fe2Rh4,P-3m1,0.16307355386559408
Ag3Ge,R-3m,0.11537660922686666
Ta2W2,R-3m,0.30792025254502065
In3K,R-3m,0.015297400621539392
RhSn3,R-3m,-0.15718382481239335
FeAs2,P-3m1,0.520063265662575
Ba6Pd7,R-3m,-0.36819851758639177
Cu2In,P-3m1,0.08956884114466075
Mn3P2,R-3m,-0.11397238113089969
Ca2Ge2,P-3m1,-0.35918132166437333
Ga3W,R-3m,0.207682058310672
Ir2V,P-3m1,-0.3182910965323404
Cr2Rh3,P-3m1,0.24982652254538493
Pb2Sb,P-3m1,0.05525802597503926
NbTa2,P-3m1,-0.009542287155686799
RhGe3,R-3m,0.11817824707219948
Cu2In3,P-3m1,0.052211930403410635
KNb2,P-3m1,1.458183934353458
RhSn3,R-3m,-0.15634862662509352
AgK3,R-3m,0.06611588993254047
FePd3,R-3m,0.02642514580486388
Ca2Fe2,R-3m,0.20918240193583237
Au7P6,R-3m,0.28333236027632525
Ag3K2,P-3m1,0.3777016797675124
PtRb3,Pm-3m,0.09203664231748743
V3Sb,Immm,-0.09295623589237767
Pd2V4,Pnnm,0.4185596658639869
Rh2Sr2,P4/nmm,0.05199127154886529
Ir2Nb2,Cmme,-0.15787130888216083
Ga2Ge2,Pmmn,0.16287968903503236
Ba2Cu6,Pmmn,-0.033927180830589876
AlCu2,I4/mmm,-0.19949231982292245
Al6Sr2,Pmmn,-0.18864782191664542
Rh3P,Pm-3m,-0.1920001455727336
PtGe3,Cmmm,0.10195806137476193
Al6Rb2,P6_3/mmc,0.19957749152157156
Ni2Sr2,I4_1/amd,0.34235089547228004
As4Br2,Cmcm,-0.17348475602703198
InNi,Fm-3m,0.1547548812790036
Nb2Rh4,I4_1/amd,-0.17001002941076968
CsIr,R-3m,1.5664573299213997
Al5Sb,P4/mmm,0.12784437813472316
Al4Mn8,Pa-3,0.7432819175377622
NbV5,P4/mmm,0.03273569295488462
RhBr,R-3m,0.3512356642482972
AuBr3,P4/mmm,0.28854099839077674
Pb7I14,P3m1,-0.6754812229012036
Al2Ca6,P6_3/mmc,-0.12043135427627982
SnGe4,Im-3m,0.6338323741281734
Ga2P2,Pmmn,-0.05594022712931235
WBr,P4/mmm,1.6592867558403324
IrTa3,Immm,-0.314894706077121
Ag7Pt5,P1,0.011499521089703535
PaPb,P4/mmm,0.0506732141352888
Ni2Np2,Pmma,-0.1482799245317068
Mn12Rh4,Pnma,0.05896995185736209
Al2Mn,Fm-3m,0.24600872419983352
P2As6,Cmcm,0.27821575444817803
Cu4Nb4,P2_13,0.305104841116413
AuK3,Imm2,-0.13304142854294287
Nb3Pb,Pm-3m,0.17643083106550428
Pd2V2,Cmcm,-0.07813331258789091
IrNb,Fm-3m,0.09032670908336371
In6Mn18,Pmmn,0.34120858269976634
K2Pd,Immm,0.129418521939176
AuBr3,Pm-3m,-0.022907899177788682
Ga2Pt,I4/mmm,-0.2988789514579319
Ba2Br6,Pm-3n,-1.669242551351272
AcBi3,Pm-3m,-0.604258182904803
Ga2Ni,I4/mmm,-0.199229187461223
CaMn3,Fm-3m,0.6933934960880848
AlSm,R-3m,-0.4655390373998145
Ca2Cu2,Cmcm,-0.15906910558738208
Au5Sb,F-43m,0.14744963839740066
Al4Ce2,P4_2/mnm,0.5630563836845214
Ga3Rh,P4/mmm,-0.17727895339427135
Sn6W4,Fdd2,0.676190720559454
Nb3Br,Pmm2,0.40933690883894513
Nb6Rh2,I4/mmm,-0.07421204418500515
Ac2Al6,P6_3/mmc,-0.39168218406679234
W3P,I4/mmm,0.3408790440879965
Pd2Rb2,P4/nmm,0.11825805334886397
Ga2Rh,I4/mmm,-0.35445543914625627
In10Mn6,I4/mcm,0.27014334559774245
AlPd,Pm-3m,-0.8944008535151085
CaCu,F-43m,0.5358766060288009
Rh6Sb2,Cmcm,-0.10571835461714851
PtBi,Fm-3m,-0.16746194817401516
Al4Sb2,I4_1/amd,0.21134449364832442
EuI,Fm-3m,-1.3246680484950362
AlNi5,Amm2,-0.22263644341279942
Mo2Rh6,I4/mmm,-0.19701496498204385
Ga5Pt,Amm2,-0.1300824104031785
Al4Br2,P4_2/mnm,0.43832615714061607
Mo12Rh12,Pbcm,-0.03960636457466293
Al2Na2,Cmme,0.10644479175052712
Pd5Sr,P6/mmm,-0.3878520724166066
AlIn5,F-43m,0.2243869260860869
AlNi3,I4/mmm,-0.4061829382830826
Al6Sb2,I4/mmm,0.1692057428212972
AlGe,Pm-3m,0.1840861531470681
Al4Cr2,P4_2/mnm,0.4176790432707804
W8Br,I4/mmm,0.7470870496898164
Pb8As4,Pa-3,0.05847845009072591
K5P4,I4/mmm,0.2907193213798378
Al2Na,I4/mmm,0.09597890528823545
SnW3,Cmmm,0.4164088525385239
NiSb,R-3m,-0.14633817431546525
NaPd4,I4/m,-0.008941808595461963
K3W,Pm-3m,1.6473001131057847
PaSb3,Pm-3m,-0.6304449468362288
InRh3,P4/mmm,-0.06582878985247476
AlNp3,Fm-3m,0.12034397990439238
Na5Pd,P4/mmm,-0.021621778859357416
Pt4As8,Pa-3,-0.8481429737237084
Ir2Ni6,Pmmn,0.025042797084855906
SbP3,Imm2,0.27878302156303114
Sn2Ta,I4/mmm,0.05017561291623925
Cu7In,Fm-3m,0.04327447723383049
V12As4,Pnma,-0.31304999286771995
AuCu3,Pm-3m,1.091933621721732
IrRh3,P4/mmm,0.40063883974662673
EuMn,P-6m2,0.6334786883457086
Pt2Rh2,I4_1/amd,-0.02058903680214552
BaW3,Immm,1.4553623349381706
PtAs3,Pmmm,0.18377447488396115
Ca5Ge24,I-43m,-0.04191655392623051
Ca2Nb,Fm-3m,1.172952547926214
Cu5W,F-43m,0.3803622766868185
AuI,P-6m2,0.2614996616232603
AlMo3,Immm,-0.0993333449440783
Nb2As2,Imma,-0.2267729929139426
Sn2W2,P4/nmm,0.380831521925705
PbTa3,I4/mmm,0.38316929828891055
CaW4,Im-3m,2.8311244584186808
CsCu,Fm-3m,0.4745825853302812
Nb4Sn8,Fddd,-0.30242824310530736
AcPd,P-6m2,-0.31999178695619346
Al6Ca4,Fdd2,-0.18840980619700504
FePb,P-6m2,0.6389923159511817
Pt2Rh,Fm-3m,0.4895938726160291
In2P2,Imma,0.051924425041470545
Mn3Sb,P4/mmm,0.4534544957012665
Sr2W,Fmmm,-8.575093680456437
Mo2Sr2,Imma,0.6730201296964244
Ba2W2,Imma,1.0372039623020664
Ca3W,Fm-3m,0.8837096676666336
Pd4As2,Pnnm,-0.294235139561233
Pd6Ge4,Fdd2,-0.3925074452225566
AcBi,P-6m2,-0.48229414433480855
Al3Th,Fm-3m,-0.052220734595848306
PtSb,P4/mmm,-0.09272788793309505
AuK,Fm-3m,-0.2806845504909177
PdP2,I4/mmm,0.14843071555789975
Au2W4,I4/mcm,0.6953492150178905
NiTa7,Fm-3m,0.2031672938550635
FeIn,P-6m2,0.3261709629407026
Ga2In2,Pmma,0.046296594919628564
V3Br,Cmmm,0.28071686303225807
Nb5W4,I4/mmm,-0.04963187126274388
EuSb,P-6m2,-0.9336779826124779
Au3As,Pmm2,0.13711213994933313
V4P,Im-3m,0.3322994564390953
Pt2V4,Cmcm,-0.3704538090648259
Mn4Ta2,Cmcm,-0.023585609806472025
Ba3In,P4/mmm,-0.21215278805300786
InBr3,P4/mmm,-0.2723892605766789
AlAs,Pm-3m,-0.12402131912255143
Al2Mo6,P6_3/mmc,0.002247461760072511
Fe6Ga2,Cmcm,-0.12247099156621744
IrMn3,Pm-3m,-0.04109101270533699
FePd4,Im-3m,0.47804383355315067
AuNi,Fm-3m,0.4615220181329094
FeV5,P4/mmm,-0.08744497077156292
K4P16,I-43m,0.08285265575836362
W5Sb,Cmmm,0.32218492444372987
Al2Ni4,Cmcm,-0.46665169324214517
Ca6Nb2,Pm-3n,0.6537715933229715
SnTa3,P4/mmm,0.00496753819070328
AuCs,P-6m2,-0.2979903415698688
Mo2Pd26,Fm-3c,0.4924532836956327
Pd2W2,Cmcm,0.2024888479961362
W2P,I4/mmm,0.014516977575571133
Ag4Ba2,Cmcm,-0.12053564331181595
CaNa3,Imm2,0.06491814573144805
Rh4Ge2,Cmcm,-0.21058138529746748
AgFe2,Immm,0.35559932577818404
BaIn2,Fm-3m,0.08359704813723183
Ag6Pt5,P1,0.018535393240179457
InMo,Fm-3m,1.1270553315005394
Ir4Rh,I4/m,-0.005112754111753759
VAs,F-43m,0.3203713993122346
Rh4W2,I4_1/amd,-0.03521699310605442
Al4Pd6,Fdd2,-0.7730897825502033
Ni4Ta,Im-3m,0.8417830391894328
AlRh3,P4/mmm,-0.44019700844741116
Ga2Mn4,Fd-3m,0.20555658944260338
AgAu2,I4/mmm,-0.002200109702559535
Mn4Ta3,I4/mmm,0.041375862879383316
AlMn5,F-43m,0.03250804234929797
Cu5Mn,Amm2,0.19009826311848008
AlMn3,Pm-3m,0.00446252804124736
GaP,Fm-3m,-0.0656846835186915
AuCu,R-3m,-0.00426602051720959
BaW3,Imm2,1.471400623829652
Au5Sb,Amm2,0.052937390126582905
Pd2W2,Cmcm,0.11239781744859556
SrI,Pm-3m,-1.0702574194153713
PtV3,Immm,-0.30522293540438206
VBr5,Cmmm,-0.2841827606207943
K2Br4,Pnnm,-1.0890156947304026
Pb2P2,P4/nmm,0.16368877766884626
Ni4Ta8,Pa-3,0.4475267590898551
Ce2Br6,P6_3/m,-2.11548569156943
MoRh2,I4/mmm,0.03800251218366787
Au16Sn4,I-43m,0.05824449885741885
V4P4,P2_13,-0.7870895311130237
Ag8Au4,I4_1/amd,-0.044137649704605174
Fe2Mo6,I4/mmm,0.279591567029124
Pb2V2,Imma,0.4928501595522814
AuNi5,Amm2,0.12438128410001721
Ga3Pb,P4/mmm,0.0530431986566251
Pt2V2,Cmcm,-0.42762304452078226
Ag3Sr,Pm-3m,-0.045355162127110216
Ga4In4,P2_13,0.06059257553072994
K2Sn2,Cmcm,-0.2445203437210175
CsCu,Pm-3m,0.4399689430103484
K2Sn2,Pmmn,-0.13011635098922936
Mn3Nb,P4/mmm,0.06109687976259792
AlMn,Fm-3m,0.42524735155479476
Pt8Sr16,Fd-3m,-0.5432285759187595
SbP,Pm-3m,0.30875470317352516
AuU,Pm-3m,-0.0663266002546461
Fe6Pd4,Fdd2,0.047590706949931415
BaGe,Fm-3m,-0.18200463487942065
Fe3Na,P4/mmm,1.1327794966990163
KP,F-43m,0.7114022996563714
CuW7,Fm-3m,0.3854280871898492
AsBr5,Cmmm,0.028234296425643457
Au3As,Imm2,0.1334911726647583
IrRh4,I4/m,-0.0017556820822136388
Mo16V4,I-43m,0.7960963314866717
AlGa,Cmmm,0.06912520286126078
Ir2Ni4,Cmcm,0.0603663610725782
Ga3Th,Pm-3m,-0.5055789219036146
PtSm,Pm-3m,-1.4318709282015725
Au6Ba2,Pmmn,-0.526886487717174
Al4Cu8,Pnma,-0.19475680488056035
Ca6Ta2,I4/mmm,0.7325548895312664
AuW2,I4/mmm,0.4242236213270421
AuP3,Imm2,0.4551556780531776
MoV,Pm-3m,-0.12678453144576807
Mo2P2,I4_1/amd,0.06161871498532179
Ni3Sr,Cmmm,0.5203327610247177
Cu3Mo,Pmmm,0.22920652430816002
Sm3W,I4/mmm,0.06319508521488082
Na3Ge,Pmmm,0.041332023212236724
IrI,Fm-3m,0.8600843245627727
Cu4Mn8,Pnma,0.3612515646588257
Ac3I,Pm-3m,-0.2343629998585519
Ta3Sb,P4/mmm,0.011576002938239682
AuSb,Fm-3m,-0.05013512306509593
GaPd,Pm-3m,-0.6028874388474872
Ni2P4,Cmcm,-0.010039452923823688
Au2Na4,Fd-3m,0.051140822162079345
V2W2,Cmcm,0.5402600457808884
Fe2Pt2,Cmcm,-0.11924938881616498
Au3Nb3,Cm,-0.015142842632413315
Mo2W4,I4_1/amd,0.7285978333137137
Ca5Sb4,I4/mmm,-0.541558037310753
Ag4Br2,Cmcm,-0.1915446980856871
Pt6V2,Pm-3n,-0.2525866931293699
Pt4V2,Cmcm,-0.3127411383683641
NbNi,P4/mmm,-0.04061124902424407
K16Sn8,Fd-3m,-0.1665311182987367
Al2Ba,I4/mmm,0.0014818998829161008
Mo2P4,I4/mcm,-0.3509871447025444
Ir3Pb,Immm,0.5577657850855182
Al6Cu18,Pmmn,-0.18772404509608087
BaCu,Pm-3m,0.07643433146513745
VW7,Fm-3m,0.45168836222809894
FePt3,Cmmm,0.11218342558694339
W2As4,Cmcm,0.3283533195803396
AgMo2,Immm,0.46005795965319624
Al2Ba,I4/mmm,0.001411287662686907
CuW3,Cmmm,0.2052802225342738
Sr6Br18,Pmmn,-1.5763172728936565
AlAs,Fm-3m,-0.20776277778415864
MoSn4,Im-3m,0.19717448352798073
Al4Pd4,Pnma,-0.7855255843605562
Mn2W,Fmmm,0.20097775848990787
Ba8Cu4,Pa-3,0.05283666970504589
Ir5Mn,F-43m,0.755012571259782
CaBr3,Pm-3m,-1.1215024322719191
RbSm,F-43m,1.5119832722711608
NaRh,Pm-3m,0.7276111557127489
Ta3Sb5,Cmmm,0.37377630579172916
Ta2Sb2,I4_1/amd,0.3728647878519764
CrTh,Fm-3m,0.8233719021763974
Cu8Ta4,Pnma,0.1459014699692117
Ir2Rh2,P4/nmm,-0.008506071491945377
Na2P2,Imma,-0.3394175410175988
Sn3W,Pmmm,0.4237881929144711
MnSb,Fm-3m,0.14594150949758156
FeTa3,Immm,-0.021499725926712898
Ca2Cu4,Pnnm,0.18300564816669448
AgNb,Fm-3m,1.2152851656673
AcTh,P-6m2,0.15178223248387201
IrNi2,Immm,0.13710378637566834
IrTa5,C2/m,-0.28950052885665184
Sr3Sb,Immm,-0.5052053612735352
Mo8V16,Fd-3m,0.2939021979591227
Ni2Ge2,Cmcm,-0.07626141536550168
KSn3,Pm-3m,-0.05790368655295497
NaBr,Fm-3m,-1.7192765439625828
K3P,Fm-3m,-0.19350272187349127
Cu5Br3,Cmmm,0.24819348260882457
Ir3Ta3,Cm,-0.4363903598925691
Au4Ni3,I4/mmm,0.07639559270409738
Ir2Rh6,I4/mmm,0.00236937384830771
Pb2P4,I4/mcm,0.11528495701853399
Ca4Sb2,Imma,-0.5586557175776031
Mo2Rh2,I4_1/amd,-0.05902797247664715
Ag2Nb4,Pnnm,0.5705474645153797
Al4Mo12,Pnma,0.09287769284006409
NbU,P4/mmm,0.2441585290147419
Cu5W,Cmmm,0.3101269911022661
CuRb3,Pm-3m,0.3439376052650318
PdP3,Cmmm,0.298335614350143
Ir2Ta,Immm,-0.45118544850789394
Ag2Nb4,C2/m,0.20990833402948894
Sr2As,I4/mmm,-0.7210184155352634
Ba2Rh2,P4/nmm,0.13037390874582755
Pd2Rb2,P4/nmm,0.8660587344426816
Al4Mo4,Pnma,-0.17829013729762888
BaTh,Fm-3m,1.2727127622763716
NaBr,Pm-3m,-1.574279165099012
Mo6W18,Pmmn,0.3806163891724476
AcK,P-6m2,0.2746965595428734
Ag3Th,Pm-3m,0.13933828128258163
In2Sn2,Cmcm,0.02459830462607604
RhTa,F-43m,0.6853395561039957
Mo2W2,Cmcm,0.4147867774643377
AcEu,P-6m2,-0.034985871595302864
Al2Fe2,Pmmn,-0.14002598786984954
Sr2Br,Fmmm,-0.9625135229918774
WBr,Cmmm,1.3061581927178931
Ca2Sb,I4/mmm,-0.608186648123708
Cu4Nb2,Fd-3m,0.1075456800006845
Al2Th,P6/mmm,-0.46243250307475137
Ag2Ir4,Fd-3m,0.5584920547057214
W5As,Cmmm,0.22978918680050953
SrSb,F-43m,-0.3381110220115038
AlPb3,Fm-3m,0.2026536934610288
NpSn,P4/mmm,-0.2546962465431246
AgNb3,Fm-3m,0.28920688326179267
Ca2K6,Pm-3n,0.16685648680523224
Ba4P2,I4_1/amd,-0.7354421307758674
Mo3V,Immm,-0.1013005671636602
Rh5W3,Cmmm,-0.17322448389028544
CaW3,P4/mmm,0.9853804914505151
Mn4P2,Pnnm,-0.029866864652690357
Al4Br2,Pnnm,-0.1377962558375311
Mo2V2,Cmme,-0.0680563425467291
Nb8Br40,Pnma,-0.9904254432297014
K4Ta2,I4/mcm,1.1322507917836984
Pt4Rh8,Pa-3,0.7665586897212068
Fe2Na2,P4/nmm,0.44383501707226625
Au3Mn,P4/mmm,-0.03811261432007562
Mo2Rh2,Cmcm,-0.04473983623249467
CaSb3,Cmmm,-0.27218278683777664
Mn4Rh2,Cmcm,0.01611741445368864
Ag2Mn,Immm,0.20389984738902633
Mo4V8,Pnma,-0.000640857069278411
Cu2Ta4,Cmcm,0.16390798115892835
Au3Mn,I4/mmm,-0.05570707560258015
Al3Sn3,Cm,0.12548088891590106
AlPt3,Cmmm,-0.5888720165519494
Ag3Al,Pm-3m,-0.043996982807995355
GeAs3,Pmmm,0.4621237117053614
BaU,Fm-3m,1.6859382982010027
Pd3P,P4/mmm,-0.22451723112608235
AgFe2,Fmmm,0.2691876946108304
Au2Nb4,C2/m,0.05285664044238677
K4Sn16,I-43m,-0.07696196746305332
NiV,P4/mmm,-0.17105370316108015
Rh4As12,Im-3,-0.4381732386554331
Sn2W2,Imma,0.6135059614810894
PdSb3,P4/mmm,-0.0258166454470663
Mo4W4,Pnma,0.380614293590968
Al4Sn2,Cm,0.13782662155909028
AlBa3,P4/mmm,-0.028936850847341766
In2Ni,I4/mmm,0.018092876315561075
PtSr,Fm-3m,-0.6136797126464031
Rh3As,Cmmm,0.18995469845086088
Ag4Ba6,Fdd2,-0.05075896512949853
AlSn3,C2/m,0.10447668196113913
Al3Ir,Imm2,-0.4499672468645164
Na2Sb2,P4/nmm,-0.15950246217033826
Al3Ba,P4/mmm,-0.03677780752883564
CaBr,F-43m,-1.2331421850996755
Al2Sn4,C2/m,0.08874524803675321
Mn3Rh,P4/mmm,-0.02838594795054661
Sb2As4,Pnnm,0.11553311153557821
AuCu3,Pm-3m,1.1107217943881529
GaIn,Fm-3m,0.09342949561366787
In3Mo,Pmm2,0.3379385834494242
Al4Ba,I4/mmm,-0.2379211242006079
Ba4Cu,Im-3m,0.1763109246350126
Al4Ir2,Cmcm,-0.45446727995319
Na8Pd4,Pnma,-0.013511566278999965
Ag4W,I4/mmm,1.0330159394192733
Ag2Ge2,Cmme,0.19738397650434214
RhW3,Imm2,0.12599910217272914
Ba5Ca,P4/mmm,0.024881926932617187
Ba4Ir12,Pnma,0.140989215501504
Mo4Ge8,Pnma,-0.387930767527448
Al2Ba4,I4_1/amd,-0.011027797322548475
Au3Pb,Imm2,0.04216340359927084
YbBr,Fm-3m,-1.4271186061040138
MnPt3,P4/mmm,-0.07896909763169013
Au3K,Pmm2,-0.05839835295785267
Pd3Ta,I4/mmm,-0.47896157223215674
Al2Sb,P4/mmm,0.171565483411961
InPd,Pm-3m,-0.5193825637928868
PtW3,Fm-3m,0.267051153241173
NiGe2,P4/mmm,0.06888729123314086
Sn5W,Amm2,0.3710214703773496
CuPb3,P4/mmm,0.2602826834094367
YbBr,Fm-3m,-1.4106922041879266
Ca3Ga,P4/mmm,-0.060918153011994214
Au4As2,Cmcm,0.10797341530820326
Pb2P,I4/mmm,0.12883227833184505
Nb3W,P4/mmm,-0.020597072434140884
Ca2Cu6,Pm-3n,0.11218616455235875
PbP3,I4/mmm,0.759440252156609
AlNa3,I4/mmm,0.15186059364688043
Al2Ni,I4/mmm,-0.40069252730241917
CsAs,Fm-3m,0.3334515155471136
Cu2K4,Fd-3m,0.7106508718075055
In3Sn,Fm-3m,0.0056155966596960205
